timestamp,open,high,low,close,volume
7/28/2017,149.89,150.23,149.19,149.5,16832947
3/11/2010,223.91,225.5,223.32,225.5,14489300
6/18/2009,136.11,138.0,135.59,135.88,15274300
6/19/2013,431.4,431.66,423.0,423.0,11105000
10/14/2016,117.88,118.17,117.13,117.63,35652191
8/1/2001,19.01,19.78,18.95,19.06,5431000
1/5/2016,105.75,105.85,102.41,102.71,55790992
1/26/1998,19.44,19.56,18.81,19.44,1307500
8/2/2005,42.89,43.5,42.61,43.19,10602700
8/8/2006,67.09,67.112,64.51,64.78,35638000
12/3/2010,317.01,318.65,316.34,317.44,12217600
3/24/2016,105.47,106.25,104.89,105.67,26132955
4/12/2010,242.2,243.07,241.81,242.29,11893800
7/22/2002,14.75,15.19,14.61,14.92,7694600
6/19/1998,27.37,27.44,26.75,27.06,1228200
1/28/2015,117.625,118.12,115.31,115.31,146477063
6/25/1998,28.56,28.81,28.31,28.56,1712600
3/26/2012,599.79,607.15,595.26,606.98,21276500
12/9/2002,14.94,14.95,14.67,14.75,4215800
8/9/2013,458.64,460.46,453.65,454.45,9530900
7/26/2012,579.76,580.4,570.36,574.88,14522600
5/17/2002,25.49,25.78,24.61,25.01,4223100
7/9/2004,30.27,30.5,30.03,30.03,3729700
3/30/2000,133.56,137.69,125.44,125.75,3700000
2/7/2007,84.48,86.38,83.55,86.15,38100900
8/30/2011,388.25,391.84,386.21,389.99,14925800
10/14/2003,24.32,24.74,24.188,24.55,4918200
1/10/2013,528.55,528.72,515.52,523.51,21469500
5/24/2016,97.22,98.09,96.84,97.9,35140174
8/11/2006,63.25,64.13,62.58,63.65,27768900
1/18/2011,329.52,344.7625,326.0,340.65,67178500
3/28/2013,449.82,451.819,441.62,442.66,15815700
2/28/2005,44.68,45.14,43.96,44.86,11635900
7/23/2010,257.09,260.38,256.28,259.94,19049600
5/13/2003,18.43,18.97,17.95,18.67,7978500
5/29/1998,27.5,27.56,26.44,26.62,1935000
6/18/2008,181.0,182.2,177.35,178.75,28981000
6/4/2001,21.08,21.11,20.46,20.66,5034300
3/2/2016,100.51,100.89,99.64,100.75,33169560
10/19/2004,48.1,48.35,47.31,47.42,14321300
5/12/2006,67.7,68.69,66.86,67.7,22920500
3/3/2000,124.87,128.23,120.0,128.0,2887200
5/19/2011,342.08,342.414,338.67,340.53,9327500
12/18/2000,14.56,14.63,13.94,14.25,5818000
4/28/2014,572.8,595.75,572.55,594.09,23910200
11/18/2008,89.64,90.99,86.86,89.91,43203400
5/13/2004,27.1273,27.72,26.9,27.19,4104500
6/10/2002,21.48,21.84,21.34,21.48,4956700
2/11/2013,476.5,484.94,473.25,479.93,18481800
5/15/2013,439.16,441.0,422.36,428.85,26486200
12/24/2009,203.55,209.35,203.35,209.04,17888900
11/30/1999,98.12,103.75,97.37,97.87,7528400
12/31/2001,22.51,22.66,21.83,21.9,2460400
5/14/2013,453.85,455.2,442.15,443.86,15968500
9/26/2001,15.81,15.89,14.93,15.15,8817800
1/8/2010,210.3,212.0,209.06,211.98,15986100
2/26/2004,22.84,23.18,22.8,23.04,3543000
9/25/2001,16.14,16.22,15.35,15.54,6685800
3/24/2014,538.42,540.5,535.06,539.19,12703600
3/4/2009,90.24,92.77,89.45,91.17,26478700
11/4/2002,16.5,17.38,16.35,16.89,6728900
10/11/2001,16.92,17.74,16.85,17.74,5967200
5/2/2011,349.74,350.469,345.5,346.28,15811200
3/15/2005,40.64,41.14,40.25,40.96,18164600
3/25/1998,27.62,27.75,26.37,27.16,3458700
8/21/2000,50.25,51.56,49.63,50.5,2401200
3/30/2005,41.99,42.8,41.821,42.8,14105700
4/28/2017,144.09,144.3,143.27,143.65,20247187
4/5/2010,234.975,238.51,234.77,238.49,24446700
12/6/2005,73.93,74.83,73.35,74.05,30608200
11/17/2011,383.98,384.58,375.5,377.41,17139300
4/3/2003,14.55,14.7,14.35,14.46,2602000
6/16/2009,136.66,138.47,136.1,136.35,18385900
12/30/2015,108.58,108.7,107.18,107.32,25213777
11/10/2016,111.09,111.09,105.83,107.79,57134541
4/3/2012,627.3,632.21,622.51,629.32,29805700
8/11/2016,108.52,108.93,107.85,107.93,27484506
9/23/1998,37.25,38.38,36.56,38.31,2570700
4/26/2007,101.58,102.5,98.3,98.84,62063500
7/18/2005,41.41,42.1,41.37,41.49,20939200
4/3/2009,114.19,116.13,113.52,115.99,22722900
1/24/2007,86.68,87.15,86.08,86.7,33136200
1/12/2001,17.87,18.0,17.06,17.19,7560300
10/30/2017,163.89,168.07,163.72,166.72,43923292
3/9/2004,25.9,27.23,25.75,27.1,11042200
8/6/2018,208.0,209.25,207.07,209.07,25425387
5/18/2000,103.0,104.94,100.62,100.75,3337300
7/10/2017,144.11,145.95,143.37,145.06,21030466
8/18/2000,51.38,51.81,49.88,50.0,3396000
1/27/2012,444.34,448.48,443.77,447.28,10703900
3/7/2014,531.09,531.98,526.05,530.44,7883200
4/16/2009,119.19,123.15,118.79,121.45,21194500
11/22/2011,371.02,377.93,370.94,376.51,14607900
9/1/2005,47.0,47.17,46.09,46.26,12727400
9/1/1998,31.37,35.38,30.62,34.13,7759600
5/21/2003,17.79,18.09,17.67,17.85,5446600
10/3/2017,154.01,155.09,153.91,154.48,16146388
5/21/2002,24.83,25.0,23.4,23.46,5017700
12/13/2005,74.85,75.46,74.21,74.98,17636300
5/22/2007,112.49,113.75,112.01,113.54,20443200
7/25/2003,20.41,21.57,20.4,21.54,3869400
5/10/2005,36.67,37.25,36.33,36.42,15723700
3/9/2011,354.69,354.76,350.6,352.47,16189500
12/17/2004,66.83,67.04,64.9,64.99,13991000
1/16/2001,17.44,18.25,17.0,17.12,5466400
5/22/2000,93.75,93.75,86.0,89.94,6745600
8/22/2011,364.51,364.88,355.09,356.44,19118400
4/8/2015,125.85,126.4,124.97,125.6,37329243
6/20/2001,20.0,21.85,19.98,21.67,7707500
10/31/2012,594.88,601.96,587.7,595.32,18214400
11/19/2001,19.0,20.05,18.96,20.0,5939100
12/16/2010,321.09,322.61,320.1,321.25,11501100
5/23/2014,607.25,614.7293,606.47,614.13,8293200
1/20/2005,69.65,71.27,69.47,70.46,16337900
6/28/2018,184.1,186.21,183.8,185.5,17365235
3/19/2001,19.75,20.62,19.5,20.56,6357300
6/22/2018,186.12,186.15,184.7,184.92,27200447
3/15/2018,178.5,180.24,178.0701,178.65,22584565
12/14/2005,72.53,73.3,70.27,72.01,51811300
1/12/2016,100.55,100.69,98.8399,99.96,49154227
11/16/2017,171.18,171.87,170.3,171.1,23497326
2/12/2008,130.7,131.0,123.62,124.86,43785000
5/17/2005,35.14,35.46,34.54,35.36,21012300
3/31/2017,143.72,144.27,143.01,143.66,19661651
1/12/2005,65.35,65.9,63.3,65.46,34280400
5/25/2004,27.5,28.51,27.29,28.41,5713900
12/14/2004,65.335,65.88,65.02,65.29,7423600
12/14/1998,32.88,33.31,32.25,32.5,4477200
3/2/2012,544.24,546.8,542.52,545.18,15418300
3/29/2004,27.4,27.99,27.2,27.91,6263000
6/15/2017,143.32,144.4798,142.21,144.29,31348832
12/21/1998,35.38,35.63,34.25,35.06,3191500
1/26/2006,74.53,75.43,71.93,72.33,42192400
12/8/2005,73.2,74.17,72.6,74.08,28231400
6/3/2008,186.9,188.2,182.3354,185.37,26804300
3/14/2002,24.6,24.6,23.88,24.43,3880300
1/24/2001,20.62,20.69,19.56,20.5,12805200
9/8/2000,61.63,61.63,58.5,58.88,3491400
12/8/2009,189.36,192.35,188.7,189.87,24657100
1/17/2013,510.31,510.75,502.03,502.68,16202800
11/6/2003,22.91,23.15,22.65,23.12,7090600
5/18/2012,533.96,543.41,522.18,530.38,26153300
10/1/2003,20.75,21.1,20.19,20.79,4216300
5/14/2009,119.78,123.53,119.7,122.95,15993800
3/20/2007,91.35,91.84,91.06,91.48,17461300
11/2/2012,595.89,596.95,574.75,576.8,21406200
6/23/2000,53.78,54.63,50.81,51.69,3660100
8/14/2015,114.32,116.31,114.01,115.96,42929516
8/1/2016,104.41,106.15,104.41,106.05,38167871
9/16/2011,395.54,400.503,395.03,400.5,24946900
11/15/2012,537.53,539.5,522.62,525.62,28211100
6/5/2007,121.41,122.69,120.5,122.67,32885200
4/12/2011,330.49,333.73,330.2,332.4,15201400
9/9/2003,22.53,22.67,22.12,22.37,3220900
6/11/2018,191.35,191.97,190.21,191.23,18308460
7/12/2016,97.17,97.7,97.12,97.42,24167463
5/13/2013,451.51,457.9,451.5,454.74,11319600
7/19/2005,41.52,43.23,41.07,43.19,23966500
6/16/2000,93.5,93.75,89.06,91.19,2710400
10/12/1999,67.87,69.62,67.0,67.69,5033500
5/3/2002,23.57,24.02,23.43,23.51,4121100
10/16/2012,635.34,650.3,631.0,649.7925,19634700
6/3/2016,97.79,98.27,97.45,97.92,28504888
3/24/2010,227.64,230.2,227.51,229.37,21349300
5/6/2005,36.89,37.33,36.79,37.24,11651700
10/22/2003,22.94,23.2,22.68,22.76,2885700
2/21/2007,85.98,89.49,85.96,89.2,41261200
4/8/1999,36.88,37.06,36.0,36.88,2646500
6/27/2016,93.0,93.05,91.5,92.04,46622188
2/23/2015,130.02,133.0,129.66,133.0,70974110
4/17/2013,420.27,420.6,398.11,402.8,33752000
2/2/2005,77.9,79.91,77.69,79.63,18215400
1/15/2004,22.94,23.4,22.5,22.85,18182300
6/24/2013,407.4,408.66,398.05,402.54,17169500
7/14/2000,57.13,59.0,56.88,57.69,3397800
8/19/1999,59.81,60.5,58.56,58.75,4910900
1/3/2007,86.29,86.58,81.9,83.8,44225700
4/20/2017,141.22,142.92,141.16,142.44,23319562
6/12/2002,20.41,20.75,19.94,20.09,9441400
11/14/2017,173.04,173.48,171.18,171.34,23588451
3/13/2002,24.37,24.85,24.15,24.49,3585100
5/26/2016,99.68,100.73,98.64,100.41,56331159
9/7/2004,35.4,36.19,35.23,35.76,5392100
9/3/1999,71.94,75.25,70.5,73.5,14600600
3/17/2011,336.83,339.61,330.6596,334.64,23550800
8/30/2018,223.25,228.26,222.4,225.03,48793824
4/21/2003,13.13,13.19,12.98,13.14,2720000
3/2/2010,209.93,210.83,207.74,208.85,20233800
9/7/2000,59.13,62.56,58.25,62.0,3883300
8/18/1999,60.06,62.0,59.63,60.13,4183700
8/27/2002,15.71,15.74,14.71,14.85,4682700
6/23/2004,33.0,33.83,32.89,33.7,6979800
8/27/2001,18.6,19.3,18.16,18.92,3136500
4/13/1998,25.62,26.69,25.0,26.44,2574100
2/1/2002,24.96,24.96,24.34,24.41,7112600
10/6/1998,33.69,34.31,32.5,32.56,3570200
9/21/1998,35.69,36.94,35.31,36.94,2641700
1/4/2017,115.85,116.51,115.75,116.02,21118116
2/8/2012,470.5,476.79,469.7,476.68,14567500
3/12/1999,32.31,33.5,32.31,33.19,2423200
10/18/2004,44.79,47.75,44.7,47.75,21442000
4/12/2001,21.42,23.02,21.15,22.42,5338100
5/27/2009,131.78,134.98,130.91,133.05,23086500
3/19/2014,532.26,536.24,529.0,531.26,8027000
3/27/2009,108.23,108.53,106.4,106.85,17602600
6/22/2000,55.75,57.63,53.56,53.75,8352000
10/8/2012,646.88,647.56,636.11,638.17,22785500
9/23/2008,131.85,135.8,126.66,126.84,45727300
5/16/2002,25.06,25.45,24.75,25.21,4054500
7/17/2006,51.73,53.11,51.65,52.37,36590800
10/23/2000,20.27,20.56,19.44,20.37,9844500
6/3/2013,450.73,452.36,442.48,450.72,13298300
8/27/2018,217.15,218.74,216.33,217.94,20525117
12/2/1999,103.12,110.62,101.75,110.19,5065700
4/20/2009,121.73,122.99,119.16,120.5,16659500
12/20/2000,13.78,14.63,13.63,14.38,10095200
1/23/2018,177.3,179.44,176.82,177.04,31702531
3/9/2017,138.74,138.79,137.05,138.68,22155904
12/8/1998,33.94,33.94,32.0,32.06,6072400
10/6/2008,91.96,98.78,87.54,98.14,75264900
7/13/2006,52.03,54.12,51.41,52.25,44639500
3/1/2000,118.56,132.06,118.5,130.31,9616100
11/2/2016,111.4,112.35,111.23,111.59,28331709
10/20/2015,111.34,114.17,110.82,113.77,48967763
4/15/2011,333.3,333.64,326.8,327.46,16200200
7/13/2011,358.33,360.0,356.38,358.02,13987100
1/7/2008,181.25,183.6,170.23,177.64,74006900
8/2/2010,260.44,262.59,259.62,261.85,15287700
2/22/2001,19.06,19.37,18.0,18.81,7713600
2/18/1999,37.56,37.88,35.56,36.0,4465800
8/2/2012,602.84,610.69,600.25,607.79,11862800
10/24/2011,396.18,406.5,395.4,405.77,17933500
8/23/2018,214.65,217.05,214.6,215.49,18883224
7/29/2003,20.99,21.08,20.52,20.72,3520000
11/28/2011,372.35,376.72,370.33,376.12,12371900
8/4/2011,389.41,391.32,377.35,377.37,31121700
7/18/2016,98.7,100.13,98.6,99.83,36493867
12/20/2011,387.76,396.1,387.26,395.95,12043400
12/23/2009,201.25,202.38,200.81,202.1,12340200
10/11/2007,169.49,171.88,153.21,162.23,58714000
6/1/2012,569.16,572.65,560.52,560.99,18606700
7/28/2004,32.31,32.41,31.16,32.27,5090200
7/6/2018,185.42,188.434,185.2,187.97,17485245
12/14/2015,112.18,112.68,109.79,112.48,65003609
4/5/2016,109.51,110.73,109.42,109.81,26578652
8/17/2010,250.08,254.63,249.2,251.97,15094300
5/25/2012,564.59,565.85,558.472,562.29,11732400
12/28/2015,107.59,107.69,106.1807,106.82,26704210
7/21/2006,59.82,61.15,59.64,60.72,31853300
5/23/2012,557.5,572.8,553.23,570.56,20889200
12/28/2006,80.22,81.25,79.65,80.87,39995600
6/14/2001,20.04,20.45,19.77,19.88,5309800
5/15/2006,67.37,68.38,67.12,67.79,18899200
3/11/2009,89.9,94.07,89.58,92.68,30227600
10/19/2007,174.24,174.63,170.0,170.42,46135000
12/2/2015,117.05,118.11,116.08,116.28,33386563
9/21/2017,155.8,155.8,152.75,153.39,36643382
11/28/2008,94.7,94.76,91.86,92.67,10634800
7/14/2006,52.5,52.89,50.16,50.67,35465600
8/24/2009,170.12,170.71,168.27,169.06,14533200
9/27/2016,113.0,113.18,112.34,113.09,24607412
4/25/2016,105.0,105.65,104.51,105.08,28031588
1/5/2018,173.44,175.37,173.05,175.0,23016177
11/23/2004,62.29,62.45,61.05,61.27,16275900
3/18/2013,441.45,457.46,441.2,455.72,21649900
2/13/2006,66.52,66.75,64.64,64.71,31553500
8/20/1999,59.25,59.38,58.19,59.19,2928100
9/12/2007,135.99,139.4,135.75,136.85,36527500
10/2/2001,15.43,15.83,14.88,15.05,4212200
6/30/2017,144.45,144.96,143.78,144.02,22328979
9/27/2006,77.17,77.47,75.82,76.41,28941900
9/5/2008,158.59,162.4,157.65,160.18,28103000
5/10/2013,457.97,459.71,450.48,452.97,11959000
6/30/2005,36.61,37.16,36.31,36.81,14942500
12/3/2012,593.65,594.59,585.5,586.19,13010000
11/9/2006,82.9,84.69,82.12,83.34,32966200
8/20/2014,100.44,101.09,99.95,100.57,52612800
2/14/2005,83.16,84.79,82.05,84.63,22704700
5/5/2008,181.81,185.31,181.05,184.73,30519900
7/28/2005,43.96,44.0,43.3,43.8,8975400
11/14/2002,15.9,16.41,15.78,16.3,2530600
8/30/1999,65.0,65.0,62.0,62.06,3005300
6/5/2017,154.34,154.45,153.46,153.93,24803858
8/16/2002,15.45,16.1,15.28,15.81,4379000
6/14/2013,435.4,436.29,428.5,430.05,9709500
12/15/2005,72.68,72.8601,71.35,72.18,20041500
8/20/2009,164.98,166.72,164.61,166.33,12215400
5/2/2018,175.225,177.75,173.8,176.57,66539371
2/29/2008,129.75,130.21,124.8,125.02,44838600
2/6/2012,458.38,464.98,458.201,463.97,8907600
5/16/2005,34.56,35.71,34.53,35.55,16939100
5/11/2012,565.0,574.47,564.35,566.71,14269500
5/9/2006,71.83,72.56,70.62,71.03,18988100
3/18/2003,15.0,15.09,14.82,15.0,4106800
11/18/2003,21.21,21.34,20.35,20.41,4771300
7/10/1998,32.19,32.63,31.75,32.06,2701100
6/22/2015,127.49,128.06,127.08,127.61,34039345
12/10/1998,32.69,32.94,31.87,32.0,3493300
3/8/2012,534.69,542.99,532.12,541.99,18444900
4/30/2018,162.1302,167.26,161.84,165.26,42427424
11/24/2003,20.5,21.27,20.45,21.15,6818300
11/13/2003,22.07,22.56,21.92,22.42,3799500
7/7/2003,19.27,20.18,19.13,19.87,5112000
7/27/1999,52.63,53.94,52.5,53.69,3534900
3/4/2014,531.0,532.64,527.77,531.24,9255000
1/21/2011,333.77,334.88,326.63,326.72,26942900
8/5/2004,31.75,32.3,31.25,31.39,4366100
1/25/2018,174.505,174.95,170.53,171.11,39661804
7/9/2014,95.44,95.95,94.76,95.39,36436000
12/17/2008,91.03,91.1,88.02,89.16,46209300
1/24/2008,139.99,140.7,132.01,135.6,71638100
4/21/2016,106.93,106.93,105.52,105.97,31552525
11/24/2004,61.69,65.2,61.55,64.05,24835500
6/27/2014,90.82,92.0,90.77,91.98,64029000
8/6/2010,259.78,261.49,257.63,260.091,15889200
6/4/2018,191.635,193.42,191.35,191.83,26266174
1/15/2008,177.72,179.22,164.66,169.04,83688500
6/25/2002,17.4,17.68,16.86,17.14,5378600
12/3/1998,36.31,36.5,33.63,33.69,5589700
5/2/2005,36.21,36.65,36.02,36.43,16640000
8/20/2001,18.14,18.23,17.81,18.12,4505400
4/24/2017,143.5,143.95,143.18,143.64,17116599
10/15/2002,15.22,15.25,14.78,15.16,7241400
3/18/2010,224.1,225.0,222.61,224.65,12218200
9/25/2003,21.34,21.37,20.25,20.43,10256800
10/6/2004,39.5,40.76,39.47,40.64,7969700
4/19/2012,600.22,604.732,584.52,587.44,29811400
3/27/2015,124.57,124.7,122.91,123.25,39546151
10/8/2015,110.19,110.19,108.21,109.5,61979577
2/26/2016,97.2,98.0237,96.58,96.91,28991131
10/17/2017,159.78,160.87,159.23,160.47,18816438
6/30/2004,32.509,32.97,31.89,32.54,6661500
6/19/2012,583.4,590.0,583.1,587.41,12907300
2/23/2016,96.4,96.5,94.55,94.69,31942633
6/26/2009,139.79,143.56,139.74,142.44,15692300
4/25/2018,162.62,165.42,162.41,163.65,28382084
2/1/2001,20.69,21.5,20.5,21.12,6601700
1/21/2003,14.21,14.41,14.0,14.02,4526000
11/30/2000,16.69,17.0,16.12,16.5,14457100
5/14/2015,127.41,128.95,127.16,128.95,45203456
10/28/2014,105.4,106.74,105.35,106.74,48060949
8/7/2009,165.49,166.6,164.8,165.51,13834100
4/24/2013,393.54,415.25,392.5,405.462,34630400
1/29/2004,22.63,22.8,22.19,22.68,3798200
2/28/2000,110.12,115.0,108.37,113.25,2931500
9/6/2011,367.37,380.33,366.48,379.74,18203500
11/30/2012,586.79,588.4,582.68,585.28,13975700
2/2/2012,455.9,457.17,453.98,455.12,6671300
12/30/1998,40.13,41.13,40.0,40.06,2119300
3/24/2011,341.85,346.0,338.86,344.97,14454000
7/19/2004,32.05,32.22,31.66,31.97,9520900
10/26/2001,18.86,19.25,18.62,18.67,4981500
9/30/2009,186.13,186.45,182.6127,185.35,19270900
2/2/2018,166.0,166.8,160.1,160.5,85436075
7/3/2007,122.0,127.4,121.5,127.17,41517200
6/16/2017,143.78,144.5,142.2,142.27,49180748
3/20/2012,599.51,606.9,582.0,605.96,29166500
2/28/2011,351.24,355.05,351.12,353.21,14395500
6/27/2011,327.59,333.9,327.25,332.04,12136200
3/30/2011,350.64,350.88,347.44,348.63,11764500
4/16/2003,12.99,13.67,12.92,13.24,18146000
4/13/2006,66.3,67.44,65.81,66.469,26238500
8/15/2008,179.04,179.75,175.05,175.74,25294700
4/27/1999,43.0,45.81,43.0,45.75,18804000
7/28/2014,97.82,99.24,97.55,99.02,55318000
3/4/1999,34.5,34.5,32.38,33.44,3279200
6/13/2008,171.5,174.16,165.31,172.37,48069900
8/12/2013,456.86,468.65,456.63,467.36,13015500
12/31/1998,40.5,41.38,39.5,40.94,2425800
7/15/2004,32.65,33.63,32.11,32.93,31566500
2/7/2002,24.65,25.29,24.08,24.3,6211300
8/31/2018,226.51,228.87,226.0,227.63,43340134
9/4/2003,23.16,23.25,22.77,22.83,3567500
1/22/2002,22.27,22.37,21.82,21.82,5844900
3/10/2005,39.59,40.26,39.1,39.83,27753900
12/22/2015,107.4,107.72,106.451,107.23,32789367
11/13/2000,18.75,20.0,18.25,19.37,7711000
1/14/2002,21.01,21.4,20.9,21.15,7428500
5/12/2010,259.245,263.13,258.7,262.09,23370700
5/2/2003,14.46,14.59,14.34,14.45,5735400
7/29/2010,260.71,262.65,256.1,258.11,22993100
8/24/2001,18.0,18.62,17.65,18.57,5184500
5/3/2018,175.88,177.5,174.4411,176.89,34068180
10/24/2013,525.0,532.47,522.45,531.91,13741600
9/2/2009,164.62,167.61,164.11,165.18,13008900
2/12/2018,158.5,163.89,157.51,162.71,60560145
8/31/2005,46.79,47.03,46.27,46.89,14391300
1/6/2011,334.7194,335.25,332.9,333.73,10729600
5/16/2013,423.24,437.85,418.9,434.578,21543000
3/20/2009,102.09,103.11,100.57,101.59,24842400
1/11/2006,83.84,84.8,82.59,83.9,53349800
7/31/2017,149.9,150.33,148.13,148.73,19422655
3/11/2005,40.21,40.59,39.8,40.27,22601100
10/9/2017,155.81,156.73,155.485,155.84,16200129
3/1/2018,178.54,179.775,172.66,175.0,48801970
6/25/1999,42.5,42.69,42.06,42.19,2626200
1/23/2013,508.81,514.99,504.77,514.005,30768200
12/29/2017,170.52,170.59,169.22,169.23,25643711
1/7/2013,522.0,529.3,515.2,523.9,17291300
3/10/2010,223.8295,225.48,223.2,224.84,21293500
1/3/2012,409.4,412.5,409.0,411.23,10793600
9/28/2012,678.75,681.11,666.75,667.105,19111100
6/7/2001,20.71,21.7,20.45,21.66,5806800
9/4/2001,18.5,19.08,18.18,18.25,6218100
11/3/2010,311.37,312.88,308.53,312.8,18155300
8/18/1998,42.44,43.38,42.25,42.56,5410300
2/10/2000,112.87,113.87,110.0,113.5,2705200
4/23/2010,267.99,272.18,267.0,270.83,28462700
7/13/2017,145.5,148.49,145.44,147.77,24922788
3/18/2011,337.13,338.2,330.0,330.67,26900500
10/30/2006,79.985,80.9,79.5,80.42,17854200
9/22/2008,139.94,140.25,130.66,131.05,30596900
3/25/1999,34.38,34.88,33.38,33.81,3571100
7/28/2016,102.83,104.45,102.82,104.34,39869839
1/17/2012,424.2,425.99,422.96,424.7,8674900
10/1/2008,111.92,112.36,107.39,109.12,46303000
3/16/2018,178.65,179.12,177.62,178.02,36836456
2/16/2017,135.67,135.9,134.8398,135.345,22584555
10/26/2006,81.9,82.6,81.13,82.19,15455600
3/23/2011,339.28,340.22,335.95,339.19,13321300
1/18/2017,120.0,120.5,119.71,119.99,23712961
6/13/2018,192.42,192.88,190.44,190.7,21638393
10/21/2015,114.0,115.58,113.7,113.76,42326974
10/13/2003,23.73,24.41,23.72,24.35,4997600
11/27/1998,35.06,35.13,34.75,35.06,1367000
12/6/2006,90.645,91.39,89.67,89.83,22792300
7/16/2007,138.39,139.98,137.5,138.1,33432600
4/24/2018,165.67,166.33,161.2201,162.94,33692017
9/28/2009,183.87,186.68,183.33,186.1519,12051600
11/6/2012,590.23,590.74,580.09,582.8495,13389900
7/19/2002,14.7,15.17,14.53,14.96,6878700
3/14/2013,432.83,434.64,430.45,432.5,10852700
6/1/1999,45.0,45.31,44.38,44.81,4116300
6/30/2006,57.59,57.75,56.5,57.27,26417700
7/8/2003,19.52,20.5,19.49,20.4,4584600
9/11/2014,100.41,101.44,99.62,101.43,62353100
